website,date,year,month,device,channel_group,active_users,new_users,sessions,sessions_per_user,screen_page_views,engaged_sessions,user_engagement_duration,average_session_duration,engagement_rate,new_users_ratio,new_users_ratio
WEB_11,01/08/2023,2023,8,mobile,Organic Social,13,11,13,1,0,6,1564,355.0450473,0.461538462,0.846153846,0.846153846
WEB_11,01/08/2023,2023,8,tablet,Referral,11,6,63,5.727272727,0,42,32953,387.2697329,0.666666667,0.545454545,0.545454545
WEB_11,01/08/2023,2023,8,mobile,Unassigned,10,10,11,1.1,0,6,4706,476.3447602,0.545454545,1,1
WEB_11,01/08/2023,2023,8,desktop,Organic Social,8,6,11,1.375,0,10,3250,356.0706959,0.909090909,0.75,0.75
WEB_11,01/08/2023,2023,8,tablet,Direct,6,4,6,1,0,4,1700,367.1695192,0.666666667,0.666666667,0.666666667
WEB_11,01/08/2023,2023,8,tablet,Unassigned,2,2,2,1,0,1,476,315.9066326,0.5,1,1
WEB_11,01/09/2023,2023,9,mobile,Organic Search,3840,3563,4761,1.23984375,182,3107,1733238,405.7982457,0.652593993,0.927864583,0.927864583
WEB_11,01/09/2023,2023,9,desktop,Organic Search,3464,3078,4649,1.342090069,1378,3316,2147318,351.9322194,0.713271671,0.888568129,0.888568129
WEB_11,01/09/2023,2023,9,desktop,Direct,656,580,1129,1.721036585,104,591,360332,504.7954333,0.523472099,0.884146341,0.884146341
WEB_11,01/09/2023,2023,9,desktop,Referral,374,217,1034,2.764705882,276,714,634535,496.9363084,0.690522244,0.580213904,0.580213904
WEB_11,01/09/2023,2023,9,mobile,Direct,298,272,667,2.238255034,36,372,221449,295.3418861,0.557721139,0.912751678,0.912751678
WEB_11,01/09/2023,2023,9,tablet,Organic Search,179,158,226,1.262569832,4,169,98124,376.2138591,0.747787611,0.882681564,0.882681564
WEB_11,01/09/2023,2023,9,mobile,Referral,108,68,323,2.990740741,34,245,154673,357.4498989,0.758513932,0.62962963,0.62962963
WEB_11,01/09/2023,2023,9,mobile,Organic Social,19,19,19,1,0,10,1938,324.5797331,0.526315789,1,1
WEB_11,01/09/2023,2023,9,tablet,Direct,17,15,23,1.352941176,0,17,5943,578.4458293,0.739130435,0.882352941,0.882352941
WEB_11,01/09/2023,2023,9,desktop,Unassigned,13,13,13,1,4,7,1428,337.5753722,0.538461538,1,1
WEB_11,01/09/2023,2023,9,desktop,Organic Social,11,10,25,2.272727273,0,15,7453,287.5976616,0.6,0.909090909,0.909090909
WEB_11,01/09/2023,2023,9,tablet,Referral,11,4,70,6.363636364,4,51,39916,430.6109613,0.728571429,0.363636364,0.363636364
WEB_11,01/09/2023,2023,9,mobile,Unassigned,6,6,6,1,0,3,1890,290.224411,0.5,1,1
WEB_11,01/10/2023,2023,10,desktop,Organic Search,4332,3863,5787,1.335872576,1448,4011,2834920,375.2338268,0.693105236,0.891735919,0.891735919
WEB_11,01/10/2023,2023,10,mobile,Organic Search,4273,4026,5586,1.307278259,242,3701,2137634,457.3761289,0.66254923,0.942195179,0.942195179
WEB_11,01/10/2023,2023,10,desktop,Direct,637,532,1184,1.858712716,120,718,488866,372.6508525,0.606418919,0.835164835,0.835164835
WEB_11,01/10/2023,2023,10,desktop,Referral,353,190,1051,2.97733711,362,730,664265,379.4678082,0.694576594,0.538243626,0.538243626
WEB_11,01/10/2023,2023,10,mobile,Direct,317,289,646,2.03785489,58,355,237320,395.7739004,0.549535604,0.911671924,0.911671924
WEB_11,01/10/2023,2023,10,tablet,Organic Search,177,150,228,1.288135593,22,181,131063,415.8210615,0.793859649,0.847457627,0.847457627
WEB_11,01/10/2023,2023,10,mobile,Referral,93,59,340,3.655913978,48,251,133062,400.3359127,0.738235294,0.634408602,0.634408602
WEB_11,01/10/2023,2023,10,mobile,Organic Social,72,70,78,1.083333333,0,21,5386,319.0077945,0.269230769,0.972222222,0.972222222
WEB_11,01/10/2023,2023,10,tablet,Direct,21,15,21,1,0,8,952,424.243311,0.380952381,0.714285714,0.714285714
WEB_11,01/10/2023,2023,10,desktop,Unassigned,19,19,21,1.105263158,0,2,9248,297.0830242,0.095238095,1,1
WEB_11,01/10/2023,2023,10,desktop,Organic Social,15,11,42,2.8,2,10,4379,306.1806189,0.238095238,0.733333333,0.733333333
WEB_11,01/10/2023,2023,10,tablet,Referral,11,2,93,8.454545455,6,63,58412,335.4868598,0.677419355,0.181818182,0.181818182
WEB_11,01/10/2023,2023,10,mobile,Unassigned,10,10,10,1,0,5,2448,294.3723627,0.5,1,1
WEB_11,01/10/2023,2023,10,tablet,Organic Social,2,2,2,1,0,2,530,308.1975558,1,1,1
WEB_11,01/11/2023,2023,11,desktop,Organic Search,4368,3880,6166,1.411630037,1208,4184,2532483,408.226803,0.678559844,0.888278388,0.888278388
WEB_11,01/11/2023,2023,11,mobile,Organic Search,4115,3865,5250,1.27582017,326,3737,2084975,282.985901,0.711809524,0.939246659,0.939246659
WEB_11,01/11/2023,2023,11,desktop,Direct,699,614,1250,1.788268956,130,730,451670,290.928375,0.584,0.878397711,0.878397711
WEB_11,01/11/2023,2023,11,desktop,Referral,386,207,1062,2.751295337,270,747,823466,379.6789484,0.703389831,0.53626943,0.53626943
WEB_11,01/11/2023,2023,11,mobile,Direct,350,315,654,1.868571429,82,319,172910,465.1666823,0.487767584,0.9,0.9
WEB_11,01/11/2023,2023,11,tablet,Organic Search,165,148,268,1.624242424,18,201,123665,395.2163432,0.75,0.896969697,0.896969697
WEB_11,01/11/2023,2023,11,mobile,Referral,84,42,323,3.845238095,38,255,200233,394.4278741,0.789473684,0.5,0.5
WEB_11,01/11/2023,2023,11,mobile,Unassigned,29,29,29,1,0,15,857,577.175056,0.517241379,1,1
WEB_11,01/11/2023,2023,11,mobile,Organic Social,23,23,23,1,0,2,762,320.3394148,0.086956522,1,1
WEB_11,01/11/2023,2023,11,desktop,Organic Social,17,13,23,1.352941176,0,15,10227,489.8659054,0.652173913,0.764705882,0.764705882
WEB_11,01/11/2023,2023,11,tablet,Direct,13,10,13,1,0,6,911,383.6086656,0.461538462,0.769230769,0.769230769
WEB_11,01/11/2023,2023,11,tablet,Referral,10,4,59,5.9,2,51,53475,417.7008221,0.86440678,0.4,0.4
WEB_11,01/11/2023,2023,11,desktop,Unassigned,2,2,2,1,2,1,204,377.0600739,0.5,1,1
WEB_11,01/12/2023,2023,12,desktop,Organic Search,4775,4165,6605,1.383246073,1216,4507,2806135,311.9324286,0.682361847,0.872251309,0.872178247
WEB_11,01/12/2023,2023,12,mobile,Organic Search,4439,4147,5855,1.318990764,120,3916,2181528,301.499911,0.66883006,0.934219419,0.934090192
WEB_11,01/12/2023,2023,12,desktop,Direct,1011,896,1912,1.891196835,86,1079,468136,552.854556,0.564330544,0.886251236,0.886426593
WEB_11,01/12/2023,2023,12,desktop,Referral,466,253,1088,2.334763948,122,756,553092,384.1724019,0.694852941,0.542918455,0.543543544
WEB_11,01/12/2023,2023,12,mobile,Direct,463,417,763,1.647948164,58,361,221112,490.1049217,0.473132372,0.900647948,0.900302115
WEB_11,01/12/2023,2023,12,tablet,Organic Search,175,154,280,1.6,12,200,132308,379.3030145,0.714285714,0.88,0.88
WEB_11,01/12/2023,2023,12,mobile,Organic Social,157,157,157,1,4,32,12947,355.0643537,0.203821656,1,1
WEB_11,01/12/2023,2023,12,mobile,Referral,122,74,441,3.614754098,42,333,213363,311.0063467,0.755102041,0.606557377,0.609195402
WEB_11,01/12/2023,2023,12,mobile,Unassigned,95,95,95,1,0,48,1200,365.1369765,0.505263158,1,1
WEB_11,01/12/2023,2023,12,desktop,Organic Social,27,18,32,1.185185185,0,21,22144,507.6068026,0.65625,0.666666667,0.684210526
WEB_11,01/12/2023,2023,12,tablet,Referral,21,11,62,2.952380952,0,50,33377,438.4691428,0.806451613,0.523809524,0.533333333
WEB_11,01/12/2023,2023,12,tablet,Direct,18,18,18,1,0,11,2304,353.2832579,0.611111111,1,1
WEB_11,01/12/2023,2023,12,desktop,Unassigned,3,3,6,2,0,3,286,418.658166,0.5,1,1
WEB_03,01/01/2023,2023,1,mobile,Organic Search,12658,11985,14425,1.139595513,17536,7554,4889962,335.614748,0.523674177,0.946832043,0.946832043
WEB_03,01/01/2023,2023,1,desktop,Organic Search,10095,8658,13530,1.340267459,18334,9356,6594912,360.277953,0.69150037,0.857652303,0.857652303
WEB_03,01/01/2023,2023,1,desktop,Direct,747,694,969,1.297188755,1404,486,327787,448.344868,0.501547988,0.929049531,0.929049531
WEB_03,01/01/2023,2023,1,mobile,Direct,684,667,783,1.144736842,964,213,103115,434.33585,0.272030651,0.975146199,0.975146199
WEB_03,01/01/2023,2023,1,tablet,Organic Search,456,426,553,1.212719298,684,321,242733,534.2560389,0.580470163,0.934210526,0.934210526
WEB_03,01/01/2023,2023,1,desktop,Referral,374,228,967,2.585561497,2234,709,637310,366.032969,0.73319545,0.609625668,0.609625668
WEB_03,01/01/2023,2023,1,mobile,Organic Social,103,103,114,1.106796117,138,21,204,398.3735885,0.184210526,1,1
WEB_03,01/01/2023,2023,1,mobile,Referral,97,57,194,2,438,152,135388,410.2854099,0.783505155,0.587628866,0.587628866
WEB_03,01/01/2023,2023,1,desktop,Organic Social,59,53,89,1.508474576,110,48,17490,435.197508,0.539325843,0.898305085,0.898305085
WEB_03,01/01/2023,2023,1,mobile,Unassigned,25,25,27,1.08,18,14,20577,535.4348404,0.518518519,1,1
WEB_03,01/01/2023,2023,1,tablet,Direct,21,21,21,1,68,10,13430,481.1585285,0.476190476,1,1
WEB_03,01/01/2023,2023,1,desktop,Unassigned,8,8,10,1.25,4,5,2285,450.639551,0.5,1,1
WEB_03,01/01/2023,2023,1,tablet,Referral,8,4,10,1.25,18,6,2557,404.0920397,0.6,0.5,0.5
WEB_03,01/02/2023,2023,2,mobile,Organic Search,10910,10159,12631,1.157745188,15060,6591,4079728,327.6485741,0.521811416,0.93116407,0.93116407
WEB_03,01/02/2023,2023,2,desktop,Organic Search,8225,6922,11286,1.372158055,15920,7765,5908887,305.272958,0.688020556,0.841580547,0.841580547
WEB_03,01/02/2023,2023,2,desktop,Direct,764,713,910,1.191099476,1282,447,347657,286.580852,0.491208791,0.933246073,0.933246073
WEB_03,01/02/2023,2023,2,mobile,Direct,642,623,732,1.140186916,900,188,106325,369.4252401,0.256830601,0.970404984,0.970404984
WEB_03,01/02/2023,2023,2,tablet,Organic Search,426,391,505,1.185446009,898,329,307183,562.3610975,0.651485149,0.917840376,0.917840376
WEB_03,01/02/2023,2023,2,desktop,Referral,336,182,861,2.5625,1880,618,592103,391.1070352,0.717770035,0.541666667,0.541666667
WEB_03,01/02/2023,2023,2,mobile,Organic Social,201,200,213,1.059701493,286,46,31008,360.437402,0.215962441,0.995024876,0.995024876
WEB_03,01/02/2023,2023,2,mobile,Referral,87,49,165,1.896551724,244,127,87679,346.6494864,0.76969697,0.563218391,0.563218391
WEB_03,01/02/2023,2023,2,desktop,Organic Social,48,29,63,1.3125,64,36,11057,360.9002111,0.571428571,0.604166667,0.604166667
WEB_03,01/02/2023,2023,2,desktop,Unassigned,27,27,27,1,12,14,13246,500.2881466,0.518518519,1,1
WEB_03,01/02/2023,2023,2,mobile,Unassigned,27,27,27,1,12,14,16837,443.1150527,0.518518519,1,1
WEB_03,01/02/2023,2023,2,tablet,Direct,17,17,19,1.117647059,26,11,2611,317.6126714,0.578947368,1,1
WEB_03,01/02/2023,2023,2,tablet,Organic Social,4,4,4,1,4,4,3373,422.8308408,1,1,1
WEB_03,01/02/2023,2023,2,tablet,Referral,2,2,2,1,2,2,1034,326.8507612,1,1,1
WEB_03,01/02/2023,2023,2,tablet,Unassigned,2,2,2,1,2,1,1768,296.2942925,0.5,1,1
WEB_03,01/03/2023,2023,3,mobile,Organic Search,14280,13519,16861,1.180742297,2104,10389,6092066,408.8074303,0.616155625,0.946708683,0.946708683
WEB_03,01/03/2023,2023,3,desktop,Organic Search,10594,8955,15647,1.476968095,3138,11014,7594362,449.4095243,0.703904902,0.845289787,0.845289787
WEB_03,01/03/2023,2023,3,desktop,Direct,771,705,1064,1.38002594,268,608,336940,358.8822554,0.571428571,0.914396887,0.914396887
WEB_03,01/03/2023,2023,3,mobile,Direct,768,756,960,1.25,150,410,181043,387.0041671,0.427083333,0.984375,0.984375
WEB_03,01/03/2023,2023,3,tablet,Organic Search,505,452,648,1.283168317,66,443,327270,402.7101526,0.683641975,0.895049505,0.895049505
WEB_03,01/03/2023,2023,3,desktop,Referral,348,175,944,2.712643678,262,633,431310,299.3690559,0.670550847,0.502873563,0.502873563
WEB_03,01/03/2023,2023,3,mobile,Organic Social,124,124,144,1.161290323,58,46,36217,531.1954351,0.319444444,1,1
WEB_03,01/03/2023,2023,3,mobile,Referral,106,76,201,1.896226415,36,152,111778,361.2283596,0.756218905,0.716981132,0.716981132
WEB_03,01/03/2023,2023,3,desktop,Unassigned,36,36,42,1.166666667,0,21,4488,322.8844643,0.5,1,1
WEB_03,01/03/2023,2023,3,mobile,Unassigned,36,36,38,1.055555556,2,19,13913,374.2296264,0.5,1,1
WEB_03,01/03/2023,2023,3,desktop,Organic Social,30,6,65,2.166666667,14,30,20155,475.1070171,0.461538462,0.2,0.2
WEB_03,01/03/2023,2023,3,tablet,Direct,23,21,23,1,2,10,2965,446.5750565,0.434782609,0.913043478,0.913043478
WEB_03,01/03/2023,2023,3,tablet,Referral,10,6,10,1,10,10,6270,284.997525,1,0.6,0.6
WEB_03,01/03/2023,2023,3,tablet,Organic Social,4,2,8,2,0,4,3550,723.75,0.5,0.5,0.5
WEB_03,01/04/2023,2023,4,mobile,Organic Search,17619,16389,20427,1.159373404,360,10366,6014070,436.5879694,0.507465609,0.930189001,0.930189001
WEB_03,01/04/2023,2023,4,desktop,Organic Search,10629,8879,15645,1.471916455,744,10515,7013302,371.0140727,0.672099712,0.835356101,0.835356101
WEB_03,01/04/2023,2023,4,mobile,Direct,781,751,941,1.204865557,30,289,150715,1036.752244,0.307120085,0.961587708,0.961587708
WEB_03,01/04/2023,2023,4,desktop,Direct,777,707,1001,1.288288288,58,479,293107,412.4125509,0.478521479,0.90990991,0.90990991
WEB_03,01/04/2023,2023,4,tablet,Organic Search,517,458,638,1.234042553,4,367,298561,307.195537,0.57523511,0.885880077,0.885880077
WEB_03,01/04/2023,2023,4,desktop,Referral,291,163,747,2.567010309,54,511,513495,497.3719831,0.684069612,0.560137457,0.560137457
WEB_03,01/04/2023,2023,4,mobile,Referral,144,125,201,1.395833333,14,118,88726,502.2790556,0.587064677,0.868055556,0.868055556
WEB_03,01/04/2023,2023,4,mobile,Organic Social,49,49,65,1.326530612,0,11,775,425.6767298,0.169230769,1,1
WEB_03,01/04/2023,2023,4,desktop,Organic Social,40,23,68,1.7,0,25,18591,311.76838,0.367647059,0.575,0.575
WEB_03,01/04/2023,2023,4,mobile,Unassigned,30,30,36,1.2,0,18,5821,410.4574121,0.5,1,1
WEB_03,01/04/2023,2023,4,tablet,Direct,27,23,29,1.074074074,0,11,4583,718.0994528,0.379310345,0.851851852,0.851851852
WEB_03,01/04/2023,2023,4,desktop,Unassigned,25,25,29,1.16,6,15,12036,284.8570585,0.517241379,1,1
WEB_03,01/04/2023,2023,4,tablet,Referral,11,11,13,1.181818182,0,10,5821,1171.029189,0.769230769,1,1
WEB_03,01/04/2023,2023,4,tablet,Organic Social,2,2,2,1,0,1,204,443.7243213,0.5,1,1
WEB_03,01/04/2023,2023,4,tablet,Unassigned,2,2,2,1,0,1,14,355.9571887,0.5,1,1
WEB_03,01/05/2023,2023,5,mobile,Organic Search,16699,15527,19914,1.192526499,400,12012,7209523,931.3421158,0.603193733,0.929816157,0.929816157
WEB_03,01/05/2023,2023,5,desktop,Organic Search,10986,9240,15626,1.422355725,654,10691,6928887,579.2221355,0.684180212,0.841070453,0.841070453
WEB_03,01/05/2023,2023,5,mobile,Direct,703,695,792,1.126600284,18,230,120020,381.1459001,0.29040404,0.988620199,0.988620199
WEB_03,01/05/2023,2023,5,tablet,Organic Search,553,511,652,1.179023508,2,391,266451,503.8977131,0.599693252,0.924050633,0.924050633
WEB_03,01/05/2023,2023,5,desktop,Direct,456,414,614,1.346491228,58,302,228997,349.9050317,0.491856678,0.907894737,0.907894737
WEB_03,01/05/2023,2023,5,desktop,Referral,247,120,703,2.846153846,42,526,361393,381.1985281,0.748221906,0.48582996,0.48582996
WEB_03,01/05/2023,2023,5,mobile,Organic Social,82,80,87,1.06097561,10,27,8296,413.9739256,0.310344828,0.975609756,0.975609756
WEB_03,01/05/2023,2023,5,mobile,Referral,76,59,139,1.828947368,2,103,60928,281.2306494,0.741007194,0.776315789,0.776315789
WEB_03,01/05/2023,2023,5,desktop,Unassigned,30,30,30,1,2,15,23134,361.139052,0.5,1,1
WEB_03,01/05/2023,2023,5,desktop,Organic Social,29,21,38,1.310344828,8,23,22481,379.5769372,0.605263158,0.724137931,0.724137931
WEB_03,01/05/2023,2023,5,mobile,Unassigned,27,27,30,1.111111111,0,15,6922,284.718491,0.5,1,1
WEB_03,01/05/2023,2023,5,tablet,Direct,15,15,17,1.133333333,0,8,12866,388.4539958,0.470588235,1,1
WEB_03,01/05/2023,2023,5,tablet,Referral,4,4,4,1,0,4,1877,436.3901447,1,1,1
WEB_03,01/05/2023,2023,5,tablet,Unassigned,2,2,2,1,0,1,204,412.2978395,0.5,1,1
WEB_03,01/06/2023,2023,6,mobile,Organic Search,12861,11989,15850,1.232408055,294,10108,6231710,391.2491476,0.637728707,0.932198118,0.932198118
WEB_03,01/06/2023,2023,6,desktop,Organic Search,8579,7296,11383,1.326844621,322,7678,5389870,656.4083394,0.674514627,0.85044877,0.85044877
WEB_03,01/06/2023,2023,6,mobile,Direct,616,599,724,1.175324675,40,200,133470,453.0617298,0.276243094,0.972402597,0.972402597
WEB_03,01/06/2023,2023,6,desktop,Direct,545,505,718,1.317431193,26,386,178990,289.9588056,0.537604457,0.926605505,0.926605505
WEB_03,01/06/2023,2023,6,tablet,Organic Search,454,412,528,1.162995595,0,342,204014,492.8751309,0.647727273,0.907488987,0.907488987
WEB_03,01/06/2023,2023,6,desktop,Referral,295,162,794,2.691525424,88,559,522689,338.7960516,0.704030227,0.549152542,0.549152542
WEB_03,01/06/2023,2023,6,mobile,Organic Social,137,135,154,1.124087591,6,49,13002,341.0030765,0.318181818,0.98540146,0.98540146
WEB_03,01/06/2023,2023,6,mobile,Referral,97,76,163,1.680412371,0,135,150049,296.4028896,0.828220859,0.783505155,0.783505155
WEB_03,01/06/2023,2023,6,mobile,Unassigned,38,38,42,1.105263158,2,21,12988,537.1307876,0.5,1,1
WEB_03,01/06/2023,2023,6,desktop,Organic Social,29,23,34,1.172413793,0,25,15667,679.9055205,0.735294118,0.793103448,0.793103448
WEB_03,01/06/2023,2023,6,tablet,Direct,23,21,23,1,2,10,6351,343.516282,0.434782609,0.913043478,0.913043478
WEB_03,01/06/2023,2023,6,desktop,Unassigned,15,15,15,1,0,8,4311,399.5168744,0.533333333,1,1
WEB_03,01/06/2023,2023,6,tablet,Referral,4,4,4,1,0,4,2883,450.0166809,1,1,1
WEB_03,01/06/2023,2023,6,tablet,Unassigned,4,4,4,1,0,2,150,368.0533282,0.5,1,1
WEB_03,01/06/2023,2023,6,tablet,Organic Social,2,2,2,1,0,1,204,492.4903643,0.5,1,1
WEB_03,01/07/2023,2023,7,mobile,Organic Search,11337,10640,12821,1.130898827,218,8541,5619697,396.8212256,0.666172685,0.938519891,0.938519891
WEB_03,01/07/2023,2023,7,desktop,Organic Search,5953,5122,7600,1.276667227,170,5379,3783738,476.3057165,0.707763158,0.860406518,0.860406518
WEB_03,01/07/2023,2023,7,mobile,Direct,644,629,732,1.136645963,6,234,102979,336.5791889,0.319672131,0.976708075,0.976708075
WEB_03,01/07/2023,2023,7,desktop,Direct,458,410,652,1.423580786,12,352,226086,415.0584634,0.539877301,0.895196507,0.895196507
WEB_03,01/07/2023,2023,7,tablet,Organic Search,331,287,420,1.268882175,0,295,241971,498.6469504,0.702380952,0.867069486,0.867069486
WEB_03,01/07/2023,2023,7,desktop,Referral,257,129,581,2.260700389,58,488,382187,408.8288463,0.839931153,0.501945525,0.501945525
WEB_03,01/07/2023,2023,7,desktop,Unassigned,171,154,19,0.111111111,4848,10,18335,333.6589152,0.526315789,0.900584795,0.900584795
WEB_03,01/07/2023,2023,7,mobile,Referral,84,61,175,2.083333333,4,133,120428,288.5569657,0.76,0.726190476,0.726190476
WEB_03,01/07/2023,2023,7,mobile,Organic Social,23,21,23,1,0,4,2530,284.806846,0.173913043,0.913043478,0.913043478
WEB_03,01/07/2023,2023,7,tablet,Direct,21,17,23,1.095238095,0,13,3142,283.564691,0.565217391,0.80952381,0.80952381
WEB_03,01/07/2023,2023,7,desktop,Organic Social,15,13,21,1.4,0,8,1020,392.5591674,0.380952381,0.866666667,0.866666667
WEB_03,01/07/2023,2023,7,mobile,Unassigned,15,15,17,1.133333333,0,9,5984,430.810574,0.529411765,1,1
WEB_03,01/07/2023,2023,7,tablet,Unassigned,2,2,2,1,0,1,27,365.8140497,0.5,1,1
WEB_03,01/08/2023,2023,8,mobile,Organic Search,12135,11335,13961,1.150473836,248,9409,6218981,456.3295712,0.673948858,0.93407499,0.93407499
WEB_03,01/08/2023,2023,8,desktop,Organic Search,7167,6192,9190,1.282265941,242,6342,4519634,530.5952661,0.690097933,0.863959816,0.863959816
WEB_03,01/08/2023,2023,8,mobile,Direct,616,587,730,1.185064935,10,257,141154,326.8413943,0.352054795,0.952922078,0.952922078
WEB_03,01/08/2023,2023,8,desktop,Direct,477,437,747,1.566037736,10,382,266886,302.747322,0.511378849,0.916142558,0.916142558
WEB_03,01/08/2023,2023,8,tablet,Organic Search,344,312,410,1.191860465,2,300,226916,655.7897387,0.731707317,0.906976744,0.906976744
WEB_03,01/08/2023,2023,8,desktop,Referral,266,148,650,2.443609023,46,466,410421,306.07668,0.716923077,0.556390977,0.556390977
WEB_03,01/08/2023,2023,8,mobile,Organic Social,158,156,167,1.056962025,0,23,12226,425.7267335,0.137724551,0.987341772,0.987341772
WEB_03,01/08/2023,2023,8,mobile,Referral,76,46,144,1.894736842,6,114,108242,546.841254,0.791666667,0.605263158,0.605263158
WEB_03,01/08/2023,2023,8,mobile,Unassigned,30,30,36,1.2,0,18,20155,388.5054869,0.5,1,1
WEB_03,01/08/2023,2023,8,desktop,Organic Social,21,15,29,1.380952381,0,15,11478,436.7534507,0.517241379,0.714285714,0.714285714
WEB_03,01/08/2023,2023,8,tablet,Direct,15,13,21,1.4,0,8,9819,319.7809112,0.380952381,0.866666667,0.866666667
WEB_03,01/08/2023,2023,8,desktop,Unassigned,13,13,13,1,2,7,7222,332.9502954,0.538461538,1,1
WEB_03,01/08/2023,2023,8,tablet,Referral,6,6,6,1,0,2,789,396.0515449,0.333333333,1,1
WEB_03,01/08/2023,2023,8,tablet,Organic Social,2,2,2,1,0,2,204,372.1105236,1,1,1
WEB_03,01/08/2023,2023,8,tablet,Unassigned,2,2,4,2,0,2,3414,313.5559467,0.5,1,1
WEB_03,01/09/2023,2023,9,mobile,Organic Search,13412,12580,15681,1.169176857,266,10365,6411666,544.8272686,0.660991008,0.937966001,0.937966001
WEB_03,01/09/2023,2023,9,desktop,Organic Search,7638,6593,9673,1.266431003,260,6848,5011682,302.0900966,0.707949964,0.86318408,0.86318408
WEB_03,01/09/2023,2023,9,mobile,Direct,671,625,893,1.330849478,20,357,192535,481.2381921,0.399776036,0.931445604,0.931445604
WEB_03,01/09/2023,2023,9,desktop,Direct,456,403,623,1.36622807,30,300,236626,362.2593012,0.481540931,0.88377193,0.88377193
WEB_03,01/09/2023,2023,9,tablet,Organic Search,391,361,452,1.15601023,4,310,258835,448.0388894,0.685840708,0.923273657,0.923273657
WEB_03,01/09/2023,2023,9,desktop,Referral,211,118,591,2.800947867,266,401,459354,286.6305045,0.678510998,0.559241706,0.559241706
WEB_03,01/09/2023,2023,9,desktop,Unassigned,156,150,6,0.038461538,4740,3,5819,1249.833333,0.5,0.961538462,0.961538462
WEB_03,01/09/2023,2023,9,mobile,Organic Social,49,49,51,1.040816327,0,4,4998,377.7325571,0.078431373,1,1
WEB_03,01/09/2023,2023,9,mobile,Referral,38,29,95,2.5,0,63,37985,412.7266877,0.663157895,0.763157895,0.763157895
WEB_03,01/09/2023,2023,9,tablet,Direct,23,21,25,1.086956522,0,17,6909,336.8238939,0.68,0.913043478,0.913043478
WEB_03,01/09/2023,2023,9,mobile,Unassigned,19,19,21,1.105263158,0,11,15681,336.6173467,0.523809524,1,1
WEB_03,01/09/2023,2023,9,desktop,Organic Social,11,11,13,1.181818182,0,10,3414,381.1804213,0.769230769,1,1
WEB_03,01/09/2023,2023,9,tablet,Referral,4,4,4,1,0,2,490,332.1254922,0.5,1,1
WEB_03,01/10/2023,2023,10,mobile,Organic Search,15289,14334,17909,1.171365034,422,11774,7665001,450.9337846,0.657434809,0.937536791,0.937536791
WEB_03,01/10/2023,2023,10,desktop,Organic Search,10064,8655,13625,1.353835453,590,9321,6440158,423.7271095,0.684110092,0.859996025,0.859996025
WEB_03,01/10/2023,2023,10,mobile,Direct,1053,956,1245,1.182336182,42,530,308434,489.8883375,0.425702811,0.907882241,0.907882241
WEB_03,01/10/2023,2023,10,desktop,Direct,637,500,960,1.507064364,58,492,279589,380.1968406,0.5125,0.784929356,0.784929356
WEB_03,01/10/2023,2023,10,tablet,Organic Search,435,391,543,1.248275862,6,365,273700,297.0295567,0.672191529,0.898850575,0.898850575
WEB_03,01/10/2023,2023,10,desktop,Referral,319,182,709,2.222570533,48,469,362467,292.957158,0.661495063,0.570532915,0.570532915
WEB_03,01/10/2023,2023,10,desktop,Unassigned,285,285,19,0.066666667,9000,10,12782,291.1470215,0.526315789,1,1
WEB_03,01/10/2023,2023,10,mobile,Organic Social,80,80,84,1.05,0,19,2652,376.1949114,0.226190476,1,1
WEB_03,01/10/2023,2023,10,mobile,Referral,76,65,165,2.171052632,12,131,89828,404.686739,0.793939394,0.855263158,0.855263158
WEB_03,01/10/2023,2023,10,desktop,Organic Social,19,13,21,1.105263158,0,17,15382,357.7401056,0.80952381,0.684210526,0.684210526
WEB_03,01/10/2023,2023,10,tablet,Direct,15,10,17,1.133333333,0,11,3876,351.4679756,0.647058824,0.666666667,0.666666667
WEB_03,01/10/2023,2023,10,mobile,Unassigned,13,13,15,1.153846154,0,8,2366,388.3058878,0.533333333,1,1
WEB_03,01/10/2023,2023,10,tablet,Referral,4,4,4,1,0,4,1047,492.8641789,1,1,1
WEB_03,01/10/2023,2023,10,tablet,Unassigned,4,4,4,1,0,2,95,391.6520716,0.5,1,1
WEB_03,01/11/2023,2023,11,mobile,Organic Search,14022,12941,16262,1.159748966,602,10653,7174789,1277.558408,0.655085475,0.922906861,0.922906861
WEB_03,01/11/2023,2023,11,desktop,Organic Search,10585,8864,15149,1.431176193,958,10002,7274341,316.2267569,0.6602416,0.837411431,0.837411431
WEB_03,01/11/2023,2023,11,mobile,Direct,646,616,859,1.329721362,28,266,159990,316.4699884,0.309662398,0.953560372,0.953560372
WEB_03,01/11/2023,2023,11,desktop,Direct,595,551,897,1.507563025,58,441,254402,384.343116,0.491638796,0.92605042,0.92605042
WEB_03,01/11/2023,2023,11,tablet,Organic Search,447,407,551,1.232662192,8,390,358306,284.5200633,0.707803993,0.910514541,0.910514541
WEB_03,01/11/2023,2023,11,desktop,Referral,338,182,789,2.334319527,92,524,487315,897.6362484,0.664131812,0.538461538,0.538461538
WEB_03,01/11/2023,2023,11,mobile,Referral,89,63,182,2.04494382,12,144,108759,284.108232,0.791208791,0.707865169,0.707865169
WEB_03,01/11/2023,2023,11,mobile,Organic Social,42,42,44,1.047619048,0,8,1482,397.7967923,0.181818182,1,1
